% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=648184, Sat Apr 15 13:45:42 2023, <python>{}</python>
1 8 0.9592135014289028 0 0 0.9201809578777085 0.0046806611506508364 0.9323372162604685 0.9070873339094676 1.0241621197760273
2 16 0.9646186968973164 0 0 0.8875538413608822 0.004586518565260991 0.880912491978243 0.8947662187778272 1.1417645984927938
3 24 0.8339530913453683 0 0 0.7258160036739234 0.0038343170010945696 0.7092912357030238 0.7689140304156156 1.0429318678039
4 32 0.7324166329329272 0 0 0.5911665546691208 0.003366583033262583 0.6136490641823041 0.6554827315270108 0.9296418945942753
5 40 0.6143257977792462 0 0 0.49206335296752984 0.002459839612301886 0.5002764322472893 0.5454738892185803 0.7689092654777993
6 48 0.5669474472935652 0 0 0.4400273926904171 0.002112505556700355 0.4711801310834465 0.4856449272726002 0.70300091577239
7 56 0.5378722720918471 0 0 0.4074206925014326 0.0019188593994178492 0.49029645517695913 0.4627427543194532 0.634228585235632
8 64 0.5369969237799656 0 0 0.39272820898050687 0.0019129834105131405 0.47186494048700117 0.4707947026993503 0.6427196078489044
9 72 0.545006500042065 0 0 0.40409635515966236 0.0018968569206307385 0.47243763406791617 0.464406997915835 0.6693625142351174
10 80 0.48856701912481054 0 0 0.3555204389465987 0.0016959498323650018 0.41538585938492867 0.3908123066133055 0.5815957393302695
